timestep,id,x,y,angle,type,speed,pos,lane,slope,signals,acceleration,distance,odometer,posLat
405,bus269,-104.980993,39.748508,225.43,bus_bus,13.4,73.41,-16986023#3_0,0,2,0.09,73.41,634.06,0
405,bus27,-104.993707,39.741338,225.05,bus_bus,0,93.56,130897965#5_0,0,8,0,93.56,2783.74,0
405,bus270,-104.973196,39.741663,270.17,bus_bus,5.68,83.41,-581254410#3_0,0,8,-3.35,83.41,561.3,0
405,bus271,-104.993332,39.752309,225.19,bus_bus,11.94,83.21,132732233#0_3,0,0,0.67,83.21,273.3,0
405,bus272,-105.023548,39.747162,12.42,bus_bus,12.99,10.34,-787664335#1_0,0,0,0.07,10.34,455.43,0
405,bus273,-104.98431,39.72726,89.95,bus_bus,21.72,42.18,935711400#4_0,0,0,1.1,42.18,385.63,0
405,bus274,-104.99972,39.752763,58.02,bus_bus,6.36,5.87,:3033992180_6_0,0,9,-2.26,134.34,427.97,0
405,bus275,-105.020725,39.751192,89.89,bus_bus,0.01,108.55,607165387#8_0,0,9,-0.15,108.55,440.93,0
405,bus276,-105.003777,39.747702,105.22,bus_bus,15.23,19.64,:279956076_0_1,0,0,-0.02,44.72,293.26,0
405,bus277,-105.008814,39.725391,270.2,bus_bus,13.44,106.04,335838798#0_0,0,1,-0.76,106.04,538.02,0
405,bus278,-104.979978,39.747505,90.31,bus_bus,0,37.26,-128948318#6_0,0,8,0,37.26,76.05,0
405,bus279,-104.994455,39.74318,135.01,bus_bus,6.82,14.88,628389351#4_0,0,0,0.86,14.88,162.37,0
405,bus28,-104.979015,39.741649,90.16,bus_bus,0,69.46,812978773#4_0,0,9,0,69.46,2048.8,0
405,bus280,-104.982237,39.751544,44.9,bus_bus,13.29,67.11,325698648#12_0,0,0,-0.1,67.11,387.35,0
405,bus281,-104.977437,39.746196,270.1,bus_bus,0,61.58,-131612987#2_0,0,8,0,61.58,94.16,0
405,bus282,-104.986769,39.75408,314.63,bus_bus,13.29,3.75,:3283314150_0_2,0,0,0.4,15.08,384.42,0
405,bus283,-104.968088,39.736849,270.08,bus_bus,13.18,65.42,223788796#21_0,0,0,0.24,65.42,326.21,0
405,bus284,-104.978844,39.735176,269.94,bus_bus,5.13,6.09,223803787#21_0,0,0,1,6.09,185.36,0
405,bus285,-104.961001,39.764893,180,bus_bus,13.7,488.15,16986607#0_0,0,0,0.01,488.15,476.05,0
405,bus286,-105.009804,39.749871,339.23,bus_bus,4.46,147.2,410710593_0,0,0,0,147.2,135.1,0
405,bus287,-104.968142,39.746094,270.12,bus_bus,15.27,71.51,-16986947#3_0,0,1,-2.02,71.51,261.57,0
405,bus288,-104.962143,39.74948,269.85,bus_bus,18.4,89.83,-279927547#5_0,0,0,0.96,89.83,357.3,0
405,bus289,-105.007215,39.746166,330.68,bus_bus,13.65,17.71,628604538#0_0,0,1,0.07,17.71,352.97,0
405,bus29,-104.982646,39.747546,270.3,bus_bus,0,21.51,231105093#4_0,0,8,0,21.51,2302.8,0
405,bus290,-105.0144,39.728943,334,bus_bus,24.18,97.15,944241354_1,0,0,-0.38,97.15,620.94,0
405,bus291,-104.979765,39.750769,225.15,bus_bus,18.15,120.8,-231028122#2_0,0,0,1.05,120.8,222.33,0
405,bus292,-104.998649,39.736007,359.56,bus_bus,13.15,73.21,508021849#7_0,0,0,-0.03,73.21,237.15,0
405,bus294,-104.981074,39.747082,0.11,bus_bus,13.36,92.72,-34665616#3_0,0,0,0.67,92.72,178.17,0
405,bus295,-105.002606,39.753323,220.15,bus_bus,2.44,3.66,:cluster_264172969_4677509721_1_1,0,0,0.94,118.18,106.08,0
405,bus296,-104.993006,39.755109,140.04,bus_bus,5.14,9.76,16988896#0_0,0,0,0.61,9.76,148.17,0
405,bus297,-105.000926,39.738452,90.18,bus_bus,13.77,48.67,322014447#0_0,0,0,0.33,48.67,143.45,0
405,bus298,-104.9637,39.729891,179.75,bus_bus,11.74,59.56,-16984473#4_0,0,1,0.66,59.56,124.75,0
405,bus299,-105.000517,39.751605,315.25,bus_bus,2.59,52.45,905039434#0_0,0,0,0.33,52.45,40.35,0
405,bus30,-104.995534,39.749584,134.9,bus_bus,10.57,14.46,1122234085#0_1,0,8,-3.87,14.46,2534.19,0
405,bus300,-104.975503,39.740061,269.58,bus_bus,12.78,8.51,-600545968#2_0,0,0,0.82,8.51,97.25,0
405,bus301,-104.973754,39.747485,270.3,bus_bus,8.65,25.4,-186399975#14_0,0,0,0.63,25.4,80.8,0
405,bus302,-104.978287,39.747525,271.08,bus_bus,7.12,20.27,:176088616_5_0,0,0,0.97,51.54,39.44,0
405,bus303,-104.970515,39.727302,269.73,bus_bus,10.08,82.4,90140166#9_0,0,1,-0.2,82.4,70.3,0
405,bus304,-104.992822,39.740035,146.2,bus_bus,4.18,3.57,905015215#2_2,0,8,-0.4,3.57,35.61,0
405,bus305,-105.015375,39.74147,187.96,bus_bus,8.82,5.59,427700959_1,0,2,1.15,5.59,44.35,0
405,bus306,-104.973979,39.746096,286.75,bus_bus,4.46,9.4,-628620751#1_0,0,8,-1.88,9.4,30.35,0
405,bus307,-105.022101,39.748439,179.94,bus_bus,5.72,32.37,-16985011#3_0,0,2,0.68,32.37,20.27,0
405,bus308,-104.963115,39.753209,90.17,bus_bus,3.73,22.88,781166695#18_0,0,1,0.91,22.88,10.78,0
405,bus309,-104.970023,39.740092,270.02,bus_bus,3.48,21.48,-600545916#3_0,0,0,0.78,21.48,9.38,0
405,bus310,-104.967206,39.751771,179.69,bus_bus,1.88,15.03,-16988090#2_0,0,0,0.84,15.03,2.93,0
405,bus311,-104.994139,39.738279,180.06,bus_bus,0.64,12.74,16985107#0_0,0,0,0.64,12.74,0.64,0
405,bus312,-104.963459,39.730479,89.92,bus_bus,0,12.1,972598160#1_0,0,0,0,12.1,0,0
405,bus32,-104.983329,39.747548,270.3,bus_bus,0,80.02,231105093#4_0,0,8,0,80.02,2115.34,0
405,bus33,-104.991885,39.742701,45.03,bus_bus,1.59,109.44,-130897965#4_0,0,0,0.91,109.44,3061.71,0
405,bus37,-104.976088,39.732039,89.93,bus_bus,9.89,23.29,-579481692#11_0,0,0,0.95,23.29,2276.68,0
405,bus39,-104.964777,39.73019,37.46,bus_bus,6.21,75.71,223803800#4_0,0,1,0.05,75.71,3222.57,0
405,bus4,-104.983633,39.731518,180.19,bus_bus,11.81,48.13,337133285#0_0,0,0,-0.03,48.13,3287.41,0
405,bus40,-104.990441,39.743859,224.9,bus_bus,4.37,10.12,:cluster_1432863959_176100368_0_0,0,0,1.06,133.4,2577.46,0
405,bus41,-104.983156,39.746196,269.99,bus_bus,0,63.26,-1039146327#3_0,0,8,0,63.26,2491.97,0
405,bus43,-104.98231,39.741919,359.92,bus_bus,11.4,20.27,334259980#1_0,0,0,1.02,20.27,3121.62,0
405,bus45,-105.000048,39.727327,269.78,bus_bus,0,115.32,-645763961#6_0,0,10,0,115.32,2978.66,0
405,bus46,-104.979431,39.747503,90.31,bus_bus,0.22,31.47,-128948318#3_0,0,0,0.22,31.47,2051.95,0
405,bus47,-104.983632,39.731752,180.18,bus_bus,11.34,22.15,337133285#0_0,0,0,-0.45,22.15,3146.62,0
405,bus48,-104.986159,39.733863,269.89,bus_bus,4.54,12.35,:176081894_1_0,0,0,0.89,46.48,2851.99,0
405,bus49,-104.986479,39.741669,86.05,bus_bus,8.03,32.74,473686850_0,0,0,0.97,32.74,2077.03,0
405,bus5,-104.997876,39.739855,330.84,bus_bus,7.48,17.68,628677828#0_1,0,8,-4,17.68,3127.65,0
405,bus50,-104.979184,39.741649,90.16,bus_bus,0,54.96,812978773#4_0,0,8,0,54.96,2299.66,0
405,bus51,-104.982314,39.74465,359.91,bus_bus,0,145.15,334259980#7_0,0,8,0,145.15,3808.39,0
405,bus52,-104.991733,39.742819,45.03,bus_bus,2.96,127.88,-130897965#4_0,0,0,0.82,127.88,2341.08,0
405,bus53,-104.99902,39.740297,156.6,bus_bus,0,43.74,427699952#0_1,0,8,0,43.74,2389.57,0
405,bus55,-104.993137,39.74959,314.29,bus_bus,0.33,77.16,508015542#0_2,0,8,-1.24,77.16,2478.66,0
405,bus56,-104.982315,39.74478,359.9,bus_bus,0,159.65,334259980#7_0,0,8,0,159.65,2813.5,0
405,bus57,-105.002865,39.748539,260.01,bus_bus,12.04,57.5,25679930#0_2,0,0,0.93,57.5,2205.6,0
405,bus59,-105.024986,39.741591,338.67,bus_bus,16.88,155.67,645821617#0_0,0,0,1.12,155.67,2726.44,0
405,bus61,-105.001934,39.748666,259.21,bus_bus,6.8,35.97,461500433_2,0,8,-3.6,35.97,2192.42,0
405,bus65,-104.982315,39.745152,359.96,bus_bus,0,22.58,505660819#0_0,0,8,0,22.58,2743.57,0
405,bus67,-105.01173,39.729329,270.01,bus_bus,13.48,739.18,50050154_0,0,8,-3.63,739.18,3209.9,0
405,bus68,-104.987214,39.746196,270,bus_bus,0.89,83.6,-231105084#6_0,0,8,-4,83.6,1842.04,0
405,bus69,-104.982315,39.745282,359.96,bus_bus,0,37.08,505660819#0_0,0,8,0,37.08,2287.45,0
405,bus7,-104.999836,39.740241,271.64,bus_bus,0,36.34,944728794#0_1,0,8,0,36.34,3341.83,0
405,bus70,-104.989537,39.744932,135.03,bus_bus,3.19,24.93,964937287#0_0,0,0,0.97,24.93,1840.61,0
405,bus71,-104.999113,39.740033,89.88,bus_bus,0,32.88,131620812#2_3,0,8,0,32.88,2916.27,0
405,bus72,-104.978714,39.746066,175.36,bus_bus,5.48,5.65,39471712#0_1,0,0,0.92,5.65,2623.51,0
405,bus76,-104.982421,39.746196,305.73,bus_bus,3.94,0.33,-1039146327#3_0,0,0,0.67,0.33,1489.24,0
405,bus77,-105.002678,39.751368,134.74,bus_bus,7.35,24,-628107984#1_1,0,0,0.85,24,2481.97,0
405,bus78,-104.982986,39.746196,270,bus_bus,0,48.75,-1039146327#3_0,0,8,0,48.75,2233.19,0
405,bus79,-104.996876,39.738342,330.92,bus_bus,0,43.41,381551546#11_3,0,8,0,43.41,3090.57,0
405,bus8,-105.012414,39.729358,270.01,bus_bus,12.9,39.36,37587235#0_0,0,0,-0.43,39.36,3637.22,0
405,bus80,-104.97853,39.747499,90.31,bus_bus,6.36,10.07,-128948318#1_0,0,2,0.95,10.07,1741.33,0
405,bus81,-104.982326,39.735898,359.35,bus_bus,11.99,74.72,231028464#0_1,0,0,0.94,74.72,2151.93,0
405,bus84,-105.011358,39.729329,270.01,bus_bus,17.74,707.29,50050154_0,0,8,-3.69,707.29,3178.01,0
405,bus85,-105.002565,39.740118,269.85,bus_bus,0.02,51.08,131620807#0_3,0,10,-0.05,51.08,1516,0
405,bus88,-104.987312,39.741777,179.48,bus_bus,6.49,5.67,769415493#0_4,0,2,1.08,5.67,1726.34,0
405,bus9,-104.990277,39.743985,224.92,bus_bus,2.92,113.6,524280872#0_0,0,0,1.08,113.6,3176.19,0
405,bus92,-105.005605,39.724358,178.6,bus_bus,15.6,106.64,-16984958_0,0,0,0.69,106.64,4707.49,0
405,bus93,-104.988723,39.744306,135.43,bus_bus,0,10.59,131612999#0_0,0,8,0,10.59,1659.24,0
405,bus94,-104.999283,39.740033,89.88,bus_bus,0,18.38,131620812#2_3,0,8,0,18.38,2592.59,0
405,bus95,-104.994123,39.732881,178,bus_bus,13.68,70.73,462699105_0,0,0,-0.15,70.73,2205.02,0
405,bus96,-104.982389,39.7272,0.03,bus_bus,2.05,166.14,338295523#0_1,0,8,-4,166.14,1537.58,0
405,bus97,-105.005538,39.740098,93.92,bus_bus,13.25,10.07,944974253#0_1,0,0,0.39,10.07,2683.53,0
405,bus98,-105.003105,39.751406,44.63,bus_bus,4.1,68.61,-628107985#3_0,0,1,0.04,68.61,2386.1,0
405,veh10,-104.972686,39.750718,90.15,veh_passenger,15.1,50.78,583736594#0_0,0,0,2.25,50.78,3005.87,0
405,veh103,-105.000763,39.747939,70.97,veh_passenger,0.19,63.73,130888582#2_0,0,9,-0.51,63.73,4013,0
405,veh104,-104.987357,39.74286,179.9,veh_passenger,9.93,16.56,131232828#0_4,0,0,1.43,16.56,3207.39,0
405,veh106,-104.982442,39.727263,87.13,veh_passenger,2.14,1.14,:176074551_8_0,0,2,2.14,91.79,3775.96,0
405,veh109,-104.985032,39.746138,89.97,veh_passenger,0.39,82.6,231105084#7_0,0,8,-0.18,82.6,2830.07,0
405,veh112,-104.987469,39.745276,180.97,veh_passenger,2.15,1.15,:cluster_3287230561_3375382996_3375382997_0_0,0,1,2.14,82.22,2148,0
405,veh113,-104.986336,39.748203,313.74,veh_passenger,0,30.07,89783817#0_0,0,8,0,30.07,2386.61,0
405,veh12,-105.005281,39.736427,180.34,veh_passenger,13.82,44.04,-336158628#6_0,0,0,1.56,44.04,3508.63,0
405,veh120,-104.989037,39.725677,90.39,veh_passenger,12.55,4.96,628677783#1_3,0,0,-0.43,4.96,3856.92,0
405,veh121,-104.993638,39.748232,134.74,veh_passenger,0,86.46,1122234080#0_3,0,10,0,86.46,3801.16,0
405,veh122,-104.999879,39.727328,269.78,veh_passenger,0,100.82,-645763961#6_0,0,10,0,100.82,3422.91,0
405,veh123,-104.982309,39.741256,359.91,veh_passenger,9.37,124.87,330579569#12_0,0,1,2.31,124.87,3070.14,0
405,veh129,-104.97933,39.747503,90.31,veh_passenger,1.14,40.13,-128948318#3_0,0,0,0.9,40.13,3205.26,0
405,veh132,-104.979354,39.74165,89.93,veh_passenger,0,40.45,812978773#4_0,0,8,-0.01,40.45,2779.82,0
405,veh134,-104.969174,39.740463,135.91,veh_passenger,14.03,7.18,-791797220_0,0,0,0.25,7.18,2399.73,0
405,veh137,-105.013893,39.729359,270.13,veh_passenger,0,52.33,37587235#1_0,0,8,0,52.33,4118.06,0
405,veh138,-104.999991,39.743816,352.53,veh_passenger,14.8,110.5,628622174#0_3,0,0,-0.28,110.5,4063.02,0
405,veh139,-105.001768,39.752648,323.11,veh_passenger,2.61,35.33,473682740#0_0,0,0,-0.06,35.33,2114.63,0
405,veh14,-104.99447,39.74889,134.86,veh_passenger,0.12,87.35,130911262#0_4,0,8,-0.88,87.35,3798.34,0
405,veh140,-104.987876,39.740061,115.23,veh_passenger,13.39,98.67,628677814#0_2,0,0,1.52,98.67,4101.51,0
405,veh143,-104.996916,39.738445,90,veh_passenger,5.12,9.27,:176080247_5_0,0,0,1.83,9.47,2558.81,0
405,veh144,-105.001701,39.747757,76.39,veh_passenger,10.32,7.19,130888582#0_0,0,0,-0.8,7.19,3199.7,0
405,veh147,-104.977582,39.727314,24.8,veh_passenger,3.91,6.13,:176074561_10_0,0,2,1.59,98.33,3555.28,0
405,veh148,-105.023953,39.729327,269.82,veh_passenger,25.14,184.16,130910711#0_1,0,2,1.52,184.16,3055.92,0
405,veh149,-104.977791,39.727262,89.96,veh_passenger,0.02,77.09,935711400#27_0,0,8,-0.07,77.09,3213.31,0
405,veh15,-104.984021,39.7291,270.1,veh_passenger,10.64,26.71,130886466#8_0,0,0,1.67,26.71,3307.61,0
405,veh153,-104.999627,39.740033,89.89,veh_passenger,0,19.14,131620812#0_2,0,8,0,19.14,4332.92,0
405,veh155,-104.98592,39.730463,269.92,veh_passenger,0.21,81.12,-337131728#3_0,0,8,-0.03,81.12,2885.23,0
405,veh156,-104.991575,39.74294,45.04,veh_passenger,7.35,16.77,:176100367_8_0,0,0,2.03,146.95,2414.78,0
405,veh162,-104.994522,39.748849,134.86,veh_passenger,0.07,87.33,130911262#0_2,0,8,-0.34,87.33,3482.35,0
405,veh165,-104.981693,39.739986,90.75,veh_passenger,12.83,46.97,628643783#0_0,0,0,-0.18,46.97,2276.89,0
405,veh169,-104.985326,39.747534,89.02,veh_passenger,13,56.97,724130528#0_0,0,0,1.06,56.97,2546.23,0
405,veh17,-104.998747,39.727331,269.78,veh_passenger,8.55,3.89,-645763961#6_0,0,2,1.86,3.89,3891.03,0
405,veh170,-104.991867,39.730515,150.35,veh_passenger,16.04,384.57,16989042#4_0,0,0,0.43,384.57,2789.99,0
405,veh172,-105.023751,39.729356,269.83,veh_passenger,24.37,166.74,130910711#0_0,0,1,2.09,166.74,3012.82,0
405,veh173,-104.991147,39.746213,135,veh_passenger,0.01,9.52,628378966#0_1,0,8,-0.02,9.52,3036.58,0
405,veh174,-104.982315,39.745683,359.96,veh_passenger,0,81.58,505660819#0_0,0,10,0,81.58,1885.01,0
405,veh176,-105.013782,39.72933,270.17,veh_passenger,10.79,42.81,37587235#1_1,0,8,-4.5,42.81,3539.59,0
405,veh177,-104.993727,39.748259,134.82,veh_passenger,0,78.96,1122234080#0_2,0,8,0,78.96,2430.76,0
405,veh181,-104.978062,39.733681,90.37,veh_passenger,11.74,48.82,333388205#3_0,0,0,0.11,48.82,2405.9,0
405,veh183,-104.981511,39.741655,90.32,veh_passenger,15.89,62.83,124661412#14_0,0,0,1.3,62.83,3072.33,0
405,veh184,-104.992508,39.74898,44.99,veh_passenger,6.54,121.58,628389288#0_1,0,8,-4.5,121.58,2776.35,0
405,veh185,-104.979603,39.747504,90.31,veh_passenger,0,16.74,-128948318#3_0,0,8,0,16.74,2091.96,0
405,veh186,-104.990097,39.750882,45.01,veh_passenger,0.05,125.23,133953241#0_2,0,8,-0.09,125.23,2691.73,0
405,veh187,-104.982315,39.745818,359.96,veh_passenger,0,96.58,505660819#0_0,0,10,0,96.58,2648.61,0
405,veh188,-104.983634,39.731307,180.19,veh_passenger,12.02,71.47,337133285#0_0,0,0,0.9,71.47,2495.05,0
405,veh19,-104.982313,39.73495,359.41,veh_passenger,0.13,131.08,333413955#6_1,0,8,-0.04,131.08,3425.37,0
405,veh190,-104.992279,39.736885,270.08,veh_passenger,10.87,46.62,132735682#0_0,0,0,0.02,46.62,2972.53,0
405,veh191,-104.98603,39.730463,269.99,veh_passenger,1.95,0.94,:3442326229_1_0,0,0,1.9,90.61,2758.51,0
405,veh194,-104.986273,39.74168,86.05,veh_passenger,8.21,50.41,473686850_0,0,0,0.16,50.41,2155.08,0
405,veh198,-105.014221,39.742263,238.54,veh_passenger,18.01,17.22,-346289094#3_0,0,0,0.43,17.22,2289.49,0
405,veh200,-104.966824,39.741618,90.35,veh_passenger,11.38,27.26,581254409#3_0,0,2,0.12,27.26,2784.83,0
405,veh203,-104.987318,39.742279,179.92,veh_passenger,4.82,81.08,131232828#0_5,0,8,-0.82,81.08,2333.15,0
405,veh204,-104.991071,39.746154,135.18,veh_passenger,1.76,0.76,:661835900_5_0,0,0,1.76,18.79,1704.15,0
405,veh205,-105.002454,39.736924,270.16,veh_passenger,16.54,67.57,628677805#0_0,0,8,-3.7,67.57,2584.23,0
405,veh206,-105.002952,39.747663,94.04,veh_passenger,10.89,39.25,99883935#1_4,0,10,-3.9,39.25,3295.48,0
405,veh207,-104.981677,39.747513,90.31,veh_passenger,16.8,47.16,-231105093#3_0,0,0,1.81,47.16,2303.85,0
405,veh209,-104.99286,39.736857,270.13,veh_passenger,12.25,96.46,132735682#0_1,0,0,-0.35,96.46,2544.01,0
405,veh212,-104.982315,39.745971,359.97,veh_passenger,1.47,113.48,505660819#0_0,0,0,1.04,113.48,1729.9,0
405,veh213,-104.988078,39.746931,51.61,veh_passenger,13.75,8.38,472434857#0_1,0,0,0.76,8.38,2441.23,0
405,veh215,-105.003573,39.740008,90.16,veh_passenger,13.27,42.35,628677834#0_1,0,0,0.22,42.35,2430.79,0
405,veh216,-105.004654,39.750395,225.76,veh_passenger,0.07,58.68,99962969_1,0,10,-0.21,58.68,2206.12,0
405,veh217,-104.983941,39.74169,270.11,veh_passenger,11.47,21.92,-124661412#9_0,0,0,2.11,21.92,2295.52,0
405,veh219,-104.990337,39.745208,44.8,veh_passenger,8.71,23.92,628389329#0_0,0,9,-2.65,23.92,3261.13,0
405,veh22,-104.987324,39.751317,359.82,veh_passenger,11.43,98.92,-921942719_1,0,8,-1.64,98.92,3696.24,0
405,veh222,-104.987319,39.74253,179.89,veh_passenger,7.51,53.2,131232828#0_5,0,0,0.47,53.2,1937.98,0
405,veh225,-104.996398,39.726165,179.85,veh_passenger,17.35,121.42,130886771#0_0,0,2,-0.45,121.42,3376.23,0
405,veh226,-104.989898,39.747189,314.9,veh_passenger,9.17,7.98,628378959#0_0,0,0,1.71,7.98,1896.37,0
405,veh227,-104.991825,39.730633,150.35,veh_passenger,15.74,375,16989042#4_3,0,0,0.21,375,2842,0
405,veh228,-104.984436,39.752306,314.75,veh_passenger,9.21,31.04,628628013#0_0,0,8,-3.78,31.04,2436.65,0
405,veh230,-104.985468,39.749039,44.86,veh_passenger,13.38,100.05,325698648#0_0,0,0,-1.01,100.05,3042.39,0
405,veh231,-104.99732,39.735292,263.24,veh_passenger,11.16,34.95,16987813#0_0,0,0,-0.3,34.95,3341.81,0
405,veh232,-104.989863,39.745327,134.94,veh_passenger,8.7,13.98,1051789263#0_3,0,0,1.98,13.98,2118.17,0
405,veh233,-104.997191,39.750849,135.01,veh_passenger,0,87.27,27565955#0_0,0,8,0,87.27,2926.18,0
405,veh236,-105.000079,39.744285,357.04,veh_passenger,8.48,162.72,628622174#0_4,0,10,-4.03,162.72,3026.52,0
405,veh239,-105.003353,39.740192,270.2,veh_passenger,13.02,27.65,596757337#0-AddedOffRampEdge_1,0,0,0.1,27.65,2560.04,0
405,veh24,-105.015918,39.738073,4.73,veh_passenger,17.19,49.71,335857797_0,0,0,0.1,49.71,4139.79,0
405,veh240,-104.993958,39.741104,45.05,veh_passenger,19.31,20.76,:176099160_10_0,0,0,0.85,97.02,3139.12,0
405,veh244,-105.001702,39.740049,90.34,veh_passenger,13.31,85.97,596757336#0_2,0,0,0.61,85.97,3020.76,0
405,veh245,-104.974721,39.741638,90.15,veh_passenger,5.55,10.28,:176071287_7_0,0,0,2.02,116.72,2628.09,0
405,veh246,-104.982315,39.745751,359.96,veh_passenger,0,89.08,505660819#0_0,0,10,0,89.08,1851.08,0
405,veh247,-104.996385,39.74015,270.57,veh_passenger,0,82.35,119006770#0_1,0,10,0,82.35,1944.53,0
405,veh248,-105.011396,39.743792,231.24,veh_passenger,17.57,27.3,25679086_2,0,0,2.15,27.3,2275.69,0
405,veh249,-104.995362,39.741368,45.33,veh_passenger,20.96,83.45,628677827#2_1,0,0,0.58,83.45,2957.58,0
405,veh25,-104.989519,39.72568,90.4,veh_passenger,11.12,55.54,628677783#0_3,0,0,0.89,55.54,3663.35,0
405,veh250,-104.99846,39.740033,89.95,veh_passenger,3.41,13.13,132706721_2,0,0,2.07,13.13,2843.24,0
405,veh251,-105.002766,39.739858,0.09,veh_passenger,0,10.99,628677833#0_0,0,9,0,10.99,3082.5,0
405,veh253,-104.982734,39.747546,270.3,veh_passenger,0,29.01,231105093#4_0,0,10,0,29.01,2294.7,0
405,veh254,-104.998755,39.741342,336.77,veh_passenger,0,126.78,933332973_1,0,8,0,126.78,1887.46,0
405,veh256,-104.987164,39.730467,270.3,veh_passenger,0,77.24,16989149#0_0,0,10,0,77.24,2201.44,0
405,veh257,-104.98769,39.752653,45.07,veh_passenger,0,119.97,131620783#0_0,0,8,0,119.97,2497,0
405,veh258,-104.989001,39.750215,314.98,veh_passenger,0,90.07,131620780#0_0,0,8,-0.05,90.07,1689.04,0
405,veh263,-104.999452,39.740033,89.87,veh_passenger,0,3.88,131620812#2_3,0,8,0,3.88,3257.31,0
405,veh264,-104.983612,39.745332,179.9,veh_passenger,19.02,83.91,131612991#0_0,0,0,1.83,83.91,1732.85,0
405,veh265,-104.978672,39.741677,270.17,veh_passenger,2.03,1.03,:176071284_4_0,0,0,2.03,87.17,1679.27,0
405,veh268,-104.996397,39.725803,179.85,veh_passenger,0.12,161.65,130886771#0_0,0,10,-3.05,161.65,3489.1,0
405,veh270,-105.002648,39.748047,325.14,veh_passenger,14.24,14.25,628622167#0_0,0,0,0.8,14.25,2053.19,0
405,veh273,-104.967596,39.741621,90.17,veh_passenger,12.92,66.18,581254409#0_0,0,0,0.23,66.18,3011.75,0
405,veh274,-105.006227,39.736926,271.25,veh_passenger,11.4,46.6,346029359#0_0,0,0,0.68,46.6,2308.73,0
405,veh278,-104.982315,39.745417,359.96,veh_passenger,0,52.08,505660819#0_0,0,8,0,52.08,2011.64,0
405,veh279,-105.011307,39.743675,52.03,veh_passenger,15.41,295.83,99883934_0,0,0,0.74,295.83,2943.84,0
405,veh28,-104.989134,39.744869,224.82,veh_passenger,0,123.59,-131613000#5_0,0,8,0,123.59,3044.6,0
405,veh281,-104.984944,39.746138,89.99,veh_passenger,0.01,90.12,231105084#7_0,0,8,-0.01,90.12,1431.5,0
405,veh283,-104.981929,39.747543,270.32,veh_passenger,0,64.42,231105093#0_0,0,10,0,64.42,2431.08,0
405,veh284,-105.025153,39.747471,359.94,veh_passenger,0,28.4,-708345877#2_1,0,8,0,28.4,2232.95,0
405,veh286,-104.982385,39.72898,0.13,veh_passenger,0.19,181.99,338295522#1_1,0,8,-1.38,181.99,2266.52,0
405,veh287,-105.004184,39.740006,94.38,veh_passenger,9.08,44.61,88160159#2_1,0,0,-0.93,44.61,2610.47,0
405,veh288,-105.016783,39.736879,90.35,veh_passenger,13.82,14.05,-323867497#2_0,0,0,0.91,14.05,3065.32,0
405,veh289,-104.997188,39.750685,45.06,veh_passenger,6.63,125.24,648929100#0_0,0,1,1.9,125.24,3265.58,0
405,veh29,-104.987891,39.730441,90.3,veh_passenger,7.98,75.48,-549850637#3_0,0,9,-3.84,75.48,4037.69,0
405,veh290,-104.982053,39.729097,270.11,veh_passenger,10.87,70.59,130886466#0_0,0,0,-0.58,70.59,2915.78,0
405,veh291,-105.002396,39.740118,269.85,veh_passenger,0.13,36.51,131620807#0_3,0,2,0.02,36.51,2181.26,0
405,veh293,-104.999898,39.747381,135.01,veh_passenger,0.43,89.45,106395240#0_0,0,8,-2.17,89.45,3144.63,0
405,veh295,-104.983636,39.730879,180.2,veh_passenger,11.56,119,337133285#0_0,0,9,-2.47,119,2406.32,0
405,veh296,-104.978813,39.741647,92.45,veh_passenger,2.36,1.36,:176071284_7_0,0,1,2.36,86.82,1898.58,0
405,veh297,-104.99349,39.74278,44.69,veh_passenger,9.43,16.72,1121911674#0_0,0,0,0.92,16.72,2491.47,0
405,veh298,-105.005111,39.740061,93.05,veh_passenger,12.41,3.33,88160159#0_0,0,0,-0.13,3.33,2584.59,0
405,veh299,-104.965654,39.729511,40.2,veh_passenger,6.26,23.7,579520774_0,0,0,0.14,23.7,2480.49,0
405,veh301,-104.996007,39.737151,330.3,veh_passenger,14.76,28.35,381551546#8_3,0,0,2.07,28.35,2412.35,0
405,veh303,-104.982315,39.745889,359.96,veh_passenger,0.37,104.46,505660819#0_0,0,0,0.37,104.46,1541.93,0
405,veh304,-104.989811,39.745164,134.94,veh_passenger,1.4,29.88,1051789263#0_0,0,8,-1.35,29.88,1901.86,0
405,veh305,-104.982817,39.746196,270,veh_passenger,0,34.25,-1039146327#3_0,0,8,0,34.25,2311.7,0
405,veh307,-104.978828,39.7475,90.31,veh_passenger,1.68,83.15,-128948318#3_0,0,8,-2.76,83.15,985.05,0
405,veh308,-104.985567,39.736887,270.2,veh_passenger,13.07,51.73,628657316#0_0,0,1,0.29,51.73,2114.74,0
405,veh310,-104.991121,39.746234,135.05,veh_passenger,0,9.53,628378966#0_2,0,8,0,9.53,2483.25,0
405,veh311,-104.980558,39.747508,90.31,veh_passenger,15.25,1.99,:1932471193_6_0,0,8,-4.5,38.48,2062.61,0
405,veh312,-104.983622,39.741346,180.22,veh_passenger,11.82,29.33,645821550#6_0,0,0,2,29.33,1522.57,0
405,veh313,-104.983243,39.746196,269.99,veh_passenger,0,70.76,-1039146327#3_0,0,8,0,70.76,1362.14,0
405,veh314,-104.982233,39.741686,270.18,veh_passenger,0,89.34,-124661412#17_0,0,9,0,89.34,1668.04,0
